DISTRITO;TIPO_DE_DENUNCIA;SITUACION_DENUNCIA;TIPO;SUBTIPO;MODALIDAD;FECHA_HECHO;DIASEM_HECHO;MES_HECHO;PERIODO_HECHO;HORA_HECHO;DESCRIPCION;EDAD_PERSONA;SEXO;ESTADO_CIVIL;GRADO_INSTRUCCION;OCUPACION;PAIS_NATAL;LONGITUD;LATITUD
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;02/02/2024;6;2;2024;18;BELLAVISTA;25;FEMENINO;SOLTERO(A);SUPERIOR;TECNICA EN SALUD OCUPACIONAL;COLOMBIA;-77.10563805;-12.05960643
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;11;BELLAVISTA;25;MASCULINO;SOLTERO(A);PRIMARIA;ASESOR DE VENTAS;COLOMBIA;-77.11636378;-12.06120143
BELLAVISTA;DENUNCIA;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA LA FE PUBLICA;SUPLANTACION DE IDENTIDAD;05/02/2024;2;2;2024;16;BELLAVISTA;79;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.13702330;-12.06007760
BELLAVISTA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;08/02/2024;5;2;2024;9;CIUDAD DEL PESCADOR;78;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09322500;-12.01510610
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;17/02/2024;7;2;2024;17;CALLAO;54;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13642280;-12.06415760
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;29/02/2024;5;2;2024;0;BOCANEGRA;14;MASCULINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.09859430;-12.01967400
BELLAVISTA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;04/02/2024;1;2;2024;22;CIUDAD DEL PESCADOR;51;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.10824551;-12.06085179
LA PERLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;18/02/2024;1;2;2024;14;LA PERLA;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12596282;-12.06722600
LA PERLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;01/02/2024;5;2;2024;3;LA PERLA;25;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10799760;-12.02304370
LA PERLA;OCURRENCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;25/02/2024;1;2;2024;14;LA PERLA;31;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11478020;-12.06823200
LA PERLA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;22/02/2024;5;2;2024;10;LA PERLA;54;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12575633;-12.06662180
LA PERLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;19/02/2024;2;2;2024;10;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;35;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10783782;-12.06414626
LA PERLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;09/02/2024;6;2;2024;17;LA PERLA;37;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13123610;-12.06986780
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;20/02/2024;3;2;2024;23;BELLAVISTA;57;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.11449790;-12.06320153
BELLAVISTA;ACTA DE DENUNCIA VERBAL;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO AGRAVADO;09/02/2024;6;2;2024;22;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;49;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12854904;-12.06165318
BELLAVISTA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;15/02/2024;5;2;2024;14;BELLAVISTA;45;FEMENINO;SOLTERO(A);TECNICA;NO INDICA;PERU;-77.12291371;-12.06494613
BELLAVISTA;DENUNCIA;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;03/02/2024;7;2;2024;11;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;33;FEMENINO;SOLTERO(A);TECNICA;AMA DE CASA;PERU;-77.11306024;-12.06267693
BELLAVISTA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;20/02/2024;3;2;2024;21;BELLAVISTA;47;FEMENINO;SOLTERO(A);TECNICA;NO INDICA;PERU;-77.12234124;-12.06238307
BELLAVISTA;ACTA DE DENUNCIA VERBAL;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA LA FE PUBLICA;SUPLANTACION DE IDENTIDAD;09/02/2024;6;2;2024;13;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;68;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12745470;-12.06175810
BELLAVISTA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;25/02/2024;1;2;2024;22;BELLAVISTA;48;MASCULINO;CASADO(A);SUPERIOR;NO INDICA;PERU;-77.12801260;-12.06188400
BELLAVISTA;ACTA DE DENUNCIA VERBAL;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;09/02/2024;6;2;2024;16;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;29;FEMENINO;CASADO(A);SECUNDARIA;ADMINISTRADOR;PERU;-77.10779490;-12.06070490
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS;25/02/2024;1;2;2024;20;PLAYA RIMAC;42;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10035780;-12.03314207
CALLAO;OCURRENCIA;RESUELTA;FE PUBLICA (DELITO);DISPOSICIONES COMUNES;FALSEDAD GENERICA;21/02/2024;4;2;2024;12;OQUENDO;39;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12919643;-11.97319801
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;08/02/2024;5;2;2024;20;RAMON CASTILLA;46;MASCULINO;CASADO(A);NO INDICA;EMPLEADO;PERU;-77.11600790;-12.04038130
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;03/02/2024;7;2;2024;14;CALLAO;68;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12922650;-12.05569010
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;07/02/2024;4;2;2024;8;BOCANEGRA;62;MASCULINO;CASADO(A);NO INDICA;INDEPENDIENTE;PERU;-77.09638569;-12.02447189
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;11;LA PUNTA;31;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.13532650;-12.06801430
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;06/02/2024;3;2;2024;18;RAMON CASTILLA;44;MASCULINO;CASADO(A);NO INDICA;CHOFER;PERU;-77.12010743;-12.04352133
MI PERU;ACTA DE DENUNCIA VERBAL;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;05/02/2024;2;2;2024;12;MI PERU;28;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.11574330;-11.84689970
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;13/02/2024;3;2;2024;17;LA LEGUA;43;MASCULINO;CASADO(A);NO INDICA;COMERCIANTE;PERU;-77.08689243;-12.04774245
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;26/02/2024;2;2;2024;18;BOCANEGRA;31;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;21/02/2024;4;2;2024;14;BOCANEGRA;28;MASCULINO;CASADO(A);NO INDICA;DELIVERY;PERU;-77.09761090;-12.01382750
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;28/02/2024;4;2;2024;21;BOCANEGRA;38;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09956180;-12.00531190
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;19/02/2024;2;2;2024;14;SARITA COLONIA;54;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.13113430;-12.02592680
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);DISPOSICIONES COMUNES;FALSEDAD GENERICA;21/02/2024;4;2;2024;10;LA LEGUA;49;MASCULINO;CASADO(A);NO INDICA;DESPACHADOR ADUANAS;PERU;-77.08951004;-12.04785406
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;22/02/2024;5;2;2024;10;BOCANEGRA;28;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;21/02/2024;4;2;2024;12;LA LEGUA;45;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.08659668;-12.04751844
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;08/02/2024;5;2;2024;19;LA LEGUA;36;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09013231;-12.04812686
MI PERU;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;17/02/2024;7;2;2024;9;OQUENDO;15;MASCULINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.12709772;-11.85546020
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;05/02/2024;2;2;2024;17;CALLAO;17;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13806710;-12.06409940
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;28/02/2024;4;2;2024;18;RAMON CASTILLA;35;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12719980;-12.03811750
LA PERLA;ACTA DE DENUNCIA VERBAL;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;31/01/2024;4;1;2024;20;LA PERLA;27;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11604963;-12.07028315
LA PERLA;DENUNCIA;RESUELTA;TRANQUILIDAD PUBLICA (DELITO);PAZ PUBLICA;MARCAJE O REGLAJE;05/02/2024;2;2;2024;18;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;42;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11694775;-12.07322102
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;24/02/2024;7;2;2024;23;BELLAVISTA;71;FEMENINO;CASADO(A);SECUNDARIA;NO INDICA;PERU;-77.11354379;-12.05706263
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;09/02/2024;6;2;2024;0;JUAN INGUNZA VALDIVIA;59;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.10606608;-12.00053896
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;18/02/2024;1;2;2024;8;VILLA LOS REYES;37;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12272890;-11.83992990
BELLAVISTA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;27/02/2024;3;2;2024;11;BELLAVISTA;78;MASCULINO;CASADO(A);SUPERIOR;NO INDICA;PERU;-77.13599720;-12.06158720
LA PERLA;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);EXTORSION;EXTORSION;15/02/2024;5;2;2024;20;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;27;MASCULINO;SOLTERO(A);NO INDICA;ESTUDIANTE;PERU;-77.10893575;-12.06890566
LA PERLA;ACTA DE DENUNCIA VERBAL;PENDIENTE;PATRIMONIO (DELITO);EXTORSION;EXTORSION;23/02/2024;6;2;2024;7;LA PERLA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11737690;-12.07336790
LA PERLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;13/02/2024;3;2;2024;14;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;52;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10756246;-12.06756272
LA PERLA;DENUNCIA;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;14/02/2024;4;2;2024;18;LA PERLA;49;MASCULINO;SOLTERO(A);NO INDICA;LUMINOTECNICO;PERU;-77.11030904;-12.06856992
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;17/02/2024;7;2;2024;19;BOCANEGRA;44;MASCULINO;SOLTERO(A);NO INDICA;VIGILANTE;PERU;-77.12515818;-12.05113239
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;24/02/2024;7;2;2024;14;CALLAO;31;FEMENINO;SOLTERO(A);NO INDICA;AMA DE CASA;PERU;-77.13825440;-12.06225770
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;04/02/2024;1;2;2024;12;CALLAO;35;MASCULINO;SOLTERO(A);NO INDICA;FISCALIZADOR DE MUNI;PERU;-77.14041528;-12.05490443
CALLAO;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;20/02/2024;3;2;2024;10;RAMON CASTILLA;41;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12546620;-11.98625750
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;06/02/2024;3;2;2024;17;DEPINCRI - AREANT - CALLAO;53;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.14705460;-12.06171120
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;08/02/2024;5;2;2024;21;DEPINCRI - AREANT - CALLAO;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11257120;-12.04627150
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;09/02/2024;6;2;2024;17;DEPINCRI - AREANT - CALLAO;33;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12482559;-12.05140520
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;31/01/2024;4;1;2024;21;DEPINCRI - AREANT - CALLAO;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12850054;-11.92990105
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;03/02/2024;7;2;2024;20;DEPINCRI - AREANT - CALLAO;33;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.11573970;-12.04257820
CALLAO;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;20/02/2024;3;2;2024;22;RAMON CASTILLA;49;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.11471760;-12.04257940
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;08/02/2024;5;2;2024;9;CALLAO;46;MASCULINO;SOLTERO(A);NO INDICA;TRABAJO INDEPENDIENT;PERU;-77.13841920;-12.05324050
CALLAO;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;25/02/2024;1;2;2024;11;MARQUEZ;31;FEMENINO;SOLTERO(A);NO INDICA;AGENTE DE SEGURIDAD;PERU;-77.12093523;-11.97659851
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;23/02/2024;6;2;2024;10;PACHACUTEC;42;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11573970;-12.04257820
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;21/02/2024;4;2;2024;17;CALLAO;30;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.14705460;-12.06171120
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA SEXUAL;19/02/2024;2;2;2024;18;DULANTO;32;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.11257120;-12.04627150
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;20/02/2024;3;2;2024;16;PACHACUTEC;48;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11009489;-11.90502823
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;17/02/2024;7;2;2024;0;DULANTO;51;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10996111;-12.03367652
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;13/02/2024;3;2;2024;22;DULANTO;39;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11573970;-12.04257820
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;28/01/2024;1;1;2024;11;MARQUEZ;41;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13429657;-11.94058166
CALLAO;ACTA DE DENUNCIA VERBAL;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;27/02/2024;3;2;2024;6;JUAN INGUNZA VALDIVIA;51;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10020120;-12.01140340
CALLAO;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;28/02/2024;4;2;2024;14;CALLAO;31;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.13832460;-12.05438900
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;19/02/2024;2;2;2024;7;BOCANEGRA;48;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09737635;-12.03042075
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;25/02/2024;1;2;2024;0;CALLAO;33;FEMENINO;SOLTERO(A);NO INDICA;PEDICURE;PERU;-77.11421744;-12.05631631
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;08/02/2024;5;2;2024;20;DULANTO;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10617040;-12.04353190
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;19/02/2024;2;2;2024;9;PLAYA RIMAC;17;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10125328;-12.02290576
