DISTRITO;TIPO_DE_DENUNCIA;SITUACION_DENUNCIA;TIPO;SUBTIPO;MODALIDAD;FECHA_HECHO;DIASEM_HECHO;MES_HECHO;PERIODO_HECHO;HORA_HECHO;DESCRIPCION;EDAD_PERSONA;SEXO;ESTADO_CIVIL;GRADO_INSTRUCCION;OCUPACION;PAIS_NATAL;LONGITUD;LATITUD
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;29/02/2024;5;2;2024;14;DEPINCRI CALLAO/LA PUNTA;19;FEMENINO;SOLTERO(A);SECUNDARIA;SERVICIO DE CORRETAJ;PERU;-77.10716550;-12.04327590
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;01/02/2024;5;2;2024;10;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;20;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09835881;-12.05288015
CALLAO;OCURRENCIA;PENDIENTE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;29/02/2024;5;2;2024;0;DULANTO;46;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12409602;-12.05120584
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;11/02/2024;1;2;2024;15;RAMON CASTILLA;29;FEMENINO;SOLTERO(A);NO INDICA;ADMINISTRADOR;PERU;-77.10079040;-12.04743320
CALLAO;OCURRENCIA;RESUELTA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;26/02/2024;2;2;2024;20;DULANTO;36;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11229020;-12.04622560
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;09/02/2024;6;2;2024;17;LA LEGUA;18;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10341180;-12.05326440
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;21/02/2024;4;2;2024;15;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;31;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10341180;-12.05326440
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;07/02/2024;4;2;2024;13;BOCANEGRA;31;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09190531;-12.01897222
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);ROBO;TENTATIVA DE ROBO;14/02/2024;4;2;2024;14;JUAN INGUNZA VALDIVIA;29;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10003490;-12.00927270
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;15/02/2024;5;2;2024;5;CIUDADELA CHALACA;29;MASCULINO;SOLTERO(A);SECUNDARIA;OPERARIO;VENEZUELA;-77.13659520;-12.05420810
CARMEN DE LA LEGUA REYNOSO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;03/02/2024;7;2;2024;13;CARMEN DE LA LEGUA;52;MASCULINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;-77.08401180;-12.04201657
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;31/01/2024;4;1;2024;21;PACHACUTEC;40;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12570255;-11.92339819
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;07/02/2024;4;2;2024;20;BOCANEGRA;38;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09981420;-12.01024540
CALLAO;ACTA DE INTERVENCION;PENDIENTE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;22/02/2024;5;2;2024;13;BOCANEGRA;26;FEMENINO;SOLTERO(A);NO INDICA;AMA DE CASA;PERU;-77.09508047;-12.02926011
CALLAO;ACTA DE INTERVENCION;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;26/02/2024;2;2;2024;7;JUAN INGUNZA VALDIVIA;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09871380;-12.00599420
CALLAO;ACTA DE DENUNCIA VERBAL;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;14/02/2024;4;2;2024;1;PLAYA RIMAC;51;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09609250;-12.03699110
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;22/02/2024;5;2;2024;19;CALLAO;26;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09871380;-12.00599420
VENTANILLA;DENUNCIA;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;29/11/2023;4;11;2023;18;VILLA LOS REYES;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12767946;-11.91661785
CALLAO;DENUNCIA;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;26/02/2024;2;2;2024;7;JUAN INGUNZA VALDIVIA;27;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12337350;-12.04265050
CALLAO;DENUNCIA;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;14/02/2024;4;2;2024;11;SARITA COLONIA;25;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.11792931;-11.98730848
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS;16/02/2024;6;2;2024;17;PACHACUTEC;19;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.15318919;-11.83255527
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;13/02/2024;3;2;2024;5;PACHACUTEC;21;MASCULINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;-77.14623691;-11.83053910
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;05/02/2024;2;2;2024;16;LA LEGUA;26;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10323910;-12.05043730
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO DURANTE LA NOCHE;17/02/2024;7;2;2024;3;LA LEGUA;21;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11668770;-12.05349540
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;19/02/2024;2;2;2024;4;CIUDADELA CHALACA;25;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13534414;-12.04415979
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO;26/02/2024;2;2;2024;6;RAMON CASTILLA;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11551460;-12.04282490
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;25/02/2024;1;2;2024;21;LA LEGUA;33;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09478170;-12.05121610
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;05/02/2024;2;2;2024;23;BOCANEGRA;22;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09823900;-12.02114020
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;17/02/2024;7;2;2024;18;SARITA COLONIA;20;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13727188;-12.02128174
CALLAO;OCURRENCIA;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO CALIFICADO - ASESINATO;07/02/2024;4;2;2024;22;DEPINCRI CALLAO/LA PUNTA;16;FEMENINO;SOLTERO(A);NO INDICA;ESTUDIANTE;PERU;-77.09478170;-12.05121610
CALLAO;ACTA DE INTERVENCION;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;24/02/2024;7;2;2024;12;DEPINCRI CALLAO/LA PUNTA;31;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.10072950;-12.01302100
CARMEN DE LA LEGUA REYNOSO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION DE DROGAS;13/02/2024;3;2;2024;23;DEPINCRI - AREANT - CALLAO;19;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09472047;-12.04713476
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;29/02/2024;5;2;2024;1;JUAN INGUNZA VALDIVIA;19;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12379562;-12.05175145
CALLAO;ACTA DE INTERVENCION;PENDIENTE;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;29/02/2024;5;2;2024;15;PLAYA RIMAC;40;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09970290;-12.03357320
CALLAO;DENUNCIA;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;17/01/2024;4;1;2024;22;DULANTO;46;MASCULINO;SOLTERO(A);NO INDICA;PESCADOR;PERU;-77.09874890;-12.04524030
CALLAO;DENUNCIA;RESUELTA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;02/02/2024;6;2;2024;14;JUAN INGUNZA VALDIVIA;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10072950;-12.01302100
CALLAO;DENUNCIA;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;12/02/2024;2;2;2024;10;CALLAO;29;MASCULINO;SOLTERO(A);NO INDICA;POLICIA PNP;PERU;-77.13197770;-12.05317770
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;19/06/2023;2;6;2023;12;OQUENDO;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11708642;-11.98404047
CARMEN DE LA LEGUA REYNOSO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;PROMOCION O FAVORECIMIENTO AL TRAFICO ILICITO DE DROGAS;15/02/2024;5;2;2024;18;DEPINCRI - AREANT - CALLAO;20;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.08913855;-12.04533568
BELLAVISTA;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;27/02/2024;3;2;2024;3;CIUDAD DEL PESCADOR;25;FEMENINO;SOLTERO(A);NO INDICA;ESTUDIANTE;PERU;-77.09764810;-12.05484380
CALLAO;DENUNCIA;PENDIENTE;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;27/02/2024;3;2;2024;11;RAMON CASTILLA;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12443105;-12.04226386
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;06/02/2024;3;2;2024;1;RAMON CASTILLA;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10525139;-12.00546451
CALLAO;DENUNCIA;PENDIENTE;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;05/02/2024;2;2;2024;1;DEPINCRI CALLAO/LA PUNTA;40;FEMENINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;;
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;21/02/2024;4;2;2024;11;PLAYA RIMAC;76;MASCULINO;SOLTERO(A);NO INDICA;MECANICO;PERU;-77.09542009;-12.02573110
CALLAO;OCURRENCIA;RESUELTA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;27/02/2024;3;2;2024;20;OQUENDO;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12226920;-11.97196130
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS;08/02/2024;5;2;2024;13;PACHACUTEC;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11498507;-11.93803389
CALLAO;ACTA DE INTERVENCION;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;17/02/2024;7;2;2024;18;DEPINCRI CALLAO/LA PUNTA;20;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10701080;-12.04569950
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;06/02/2024;3;2;2024;13;SARITA COLONIA;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12976820;-12.02563079
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;23/02/2024;6;2;2024;6;PACHACUTEC;39;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11713697;-11.92442962
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA ECONOMICA O PATRIMONIAL;15/02/2024;5;2;2024;4;PLAYA RIMAC;53;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12495433;-12.05131077
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;19/02/2024;2;2;2024;1;DULANTO;34;FEMENINO;SOLTERO(A);SECUNDARIA;AMA DE CASA;PERU;-77.10701080;-12.04569950
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;20/02/2024;3;2;2024;2;CALLAO;37;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13717384;-12.06556156
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;28/02/2024;4;2;2024;10;PACHACUTEC;29;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.15310680;-11.85179782
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;26/02/2024;2;2;2024;15;VILLA LOS REYES;30;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13175900;-12.05040080
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS;05/02/2024;2;2;2024;18;MARQUEZ;22;MASCULINO;SOLTERO(A);NO INDICA;CONDUCTOR;PERU;-77.12911454;-11.94212467
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;08/02/2024;5;2;2024;22;DEPINCRI CALLAO/LA PUNTA;36;MASCULINO;SOLTERO(A);NO INDICA;ESTIBADOR;PERU;-77.12583410;-12.05147864
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;08/02/2024;5;2;2024;22;SARITA COLONIA;36;MASCULINO;SOLTERO(A);NO INDICA;ESTIBADOR;PERU;-77.13212854;-12.02386790
CALLAO;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;15/02/2024;5;2;2024;8;SARITA COLONIA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13066941;-11.98902737
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;27/02/2024;3;2;2024;2;PACHACUTEC;36;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10577117;-11.94684931
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;04/02/2024;1;2;2024;2;OQUENDO;40;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11060770;-11.97716310
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;20/02/2024;3;2;2024;17;PACHACUTEC;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.16374233;-11.85533240
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS;08/02/2024;5;2;2024;0;PACHACUTEC;24;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11060770;-11.97716310
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);EXTORSION;CHANTAJE;20/02/2024;3;2;2024;9;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13175900;-12.05040080
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;17;CALLAO;26;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12865860;-12.05871280
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;27/02/2024;3;2;2024;11;PLAYA RIMAC;24;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.10530810;-12.02375870
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;20/02/2024;3;2;2024;17;SARITA COLONIA;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13003597;-11.94236365
CALLAO;OCURRENCIA;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;30/01/2024;3;1;2024;21;DULANTO;45;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09950251;-12.04040939
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;15/02/2024;5;2;2024;9;PLAYA RIMAC;58;MASCULINO;SOLTERO(A);NO INDICA;PINTOR AUTOMOTRIZ;PERU;-77.10514000;-12.02169000
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;27/02/2024;3;2;2024;0;OQUENDO;36;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11544242;-11.98247068
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;12;JUAN INGUNZA VALDIVIA;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13810850;-12.06261360
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;27/01/2024;7;1;2024;9;CIUDADELA CHALACA;24;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12658990;-12.04461160
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;26/12/2023;3;12;2023;10;PLAYA RIMAC;25;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10353919;-12.02324458
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;31/01/2024;4;1;2024;20;CIUDADELA CHALACA;31;MASCULINO;SOLTERO(A);NO INDICA;MOTOTAXISTA;PERU;-77.12772237;-12.05028251
LA PERLA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;06/02/2024;3;2;2024;10;LA PERLA;32;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11415000;-12.07086090
CALLAO;ACTA DE INTERVENCION;PENDIENTE;DERECHOS INTELECTUALES (DELITO);PROPIEDAD INDUSTRIAL;PENALIZACION DE LA CLONACION O ADULTERACION DE TERMINALES DE TELECOMUNICACIONES;09/02/2024;6;2;2024;7;PLAYA RIMAC;45;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09681845;-12.03033680
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);DISPOSICIONES COMUNES;FALSEDAD GENERICA;24/02/2024;7;2;2024;15;CIUDADELA CHALACA;48;MASCULINO;SOLTERO(A);NO INDICA;CARPINTERO;PERU;-77.11849205;-12.05763626
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);DISPOSICIONES COMUNES;FALSEDAD GENERICA;08/02/2024;5;2;2024;16;CIUDADELA CHALACA;35;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.13058440;-12.04974620
CALLAO;ACTA DE INTERVENCION;RESUELTA;DERECHOS INTELECTUALES (DELITO);PROPIEDAD INDUSTRIAL;PENALIZACION DE LA CLONACION O ADULTERACION DE TERMINALES DE TELECOMUNICACIONES;14/02/2024;4;2;2024;10;RAMON CASTILLA;46;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11600790;-12.04038130
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;19/02/2024;2;2;2024;10;SARITA COLONIA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12296521;-12.00012063
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;11/02/2024;1;2;2024;18;LA LEGUA;49;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.08722968;-12.04795913
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;17/02/2024;7;2;2024;16;BOCANEGRA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;09/02/2024;6;2;2024;13;BOCANEGRA;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09956180;-12.00531190
